		"	$6bn	's	*crosses	*maybe	."	100%	2get	4get	>>	@barackobama	@oldtownsocial	aborted	according	acknowledge	aging	agree	ai	ain't	aint	alles	allow	am	ambasciatore	anketi	annihilate	announced	anscheinend	answer	apologize	apply	are	arrives	asking	assure	ate	avoid	await	ban	be	became	become	been	begin	being	believe	belong	beyond	break	bring	bringing	brings	bueno	building	call	called	callin	calls	came	casting	casts	change	chased	check	cheer	cheering	choose	chose	cleaning	close	closed	closing	come	comenzara	coming	complete	consider	cook	coude	count	covering	dall'europa	dare	declare	decreasing	dedicated	demain	dici	did	die	disappointed	display	do	does	doing	don't	donc	done	donne	driven	drop	dropped	earn	elecciones	election2012	end	ends	enjoy	erklren	esta	estan	excited	face	fall	faudra	feel	feeling	fight	fingerscrossed	fired	flips	follow	fool	forget	freaking	fuck	fuckd	gasped	gearing	get	getting	give	glued	go	goes	going	goodluck	got	had	happens	has	have	haven't	hearing	hitting	hold	holding	hope	hoping	hyped	improving	insert	is	ivoted	join	keep	keeping	kill	knew	know	left	let	lets	listen	live	lnyhbt	look	lose	loses	love	luv	made	make	making	mes	met	moved	moving	n	need	needs	nuffsaid	obama	obama2012	paid	pare	pas	pass	plays	please	pray	praying	predicting	propose	pull	pumped	pushed	ran	read	reevaluate	remember	report	residentes	rolling	rooting	run	said	say	see	send	set	setting	shine	sognano	sondaggi	spend	spent	stand	start	starting	staying	stop	strss	stuns	supports	survive	think	thinks	thrilled	took	touched	tweelkin	use	vote	voted	wait	want	was	watch	watching	win	winning	wins	wish	wonder	
pass	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0921	-.0000	-.0000	.0000	.0000	.3239	-.0000	.0000	-.0000	-.0000	.0785	-.0000	.0000	-.0000	.0000	.0000	.1050	-.0000	-.0000	.0000	.2402	-.0000	.4237	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.2987	-.0000	.0862	.0851	.0813	-.0000	.0000	.4725	.0847	.0000	.4045	.5659	.0000	.4457	-.0000	-.0000	-.0000	.0000	.0805	-.0000	.0000	.2484	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0847	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0831	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.4760	.0000	.1839	.1127	.3226	.0000	.0000	.0000	.5052	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3093	.0769	.0000	.6823	.0000	.2992	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.2791	.2842	.2882	.2872	.0862	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0847	.2484	.4922	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0938	-.0000	.0000	.0911	.0000	.0000	.1818	.2738	.0000	.0000	.0000	.0000	-.0000	.0980	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	1.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	.2775	.0000	.0000	.0000	.0000	-.0000	-.0000	.0921	.0000	.2224	-.0000	.6889	.0000	.0000	.0000	-.0000	.0923	-.0000	.0825	.0000	.0000	-.0000	.0000	-.0000	.2677	.2691	.0000	.2329	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3287	.4621	.0000	.0860	.0785	.0000	-.0000	.2831	.2224	.5818	.0000	.0825	.0835	
plays	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
please	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	1.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	
pray	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	.2875	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.3224	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.3183	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	1.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	-.0000	.3887	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.3732	
praying	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
predicting	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
propose	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.5221	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.9118	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	1.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.6980	-.0000	-.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	-.0000	-.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	
pull	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0902	-.0000	-.0000	.0000	.0000	.3166	-.0000	.0000	-.0000	-.0000	.3815	-.0000	.0000	-.0000	.0000	.0000	.1025	-.0000	-.0000	.0000	.2356	.5188	.2641	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.2916	-.0000	.0845	.0834	.0798	-.0000	.0000	.2939	.0831	.0000	.2524	.0000	.0000	.2775	-.0000	-.0000	-.0000	.0000	.0790	-.0000	.0000	.2442	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0831	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.4642	.0000	-.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0852	.0000	.1805	.1098	.3154	.0000	.0000	.0000	-.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3027	.0755	.0000	.0755	.0000	.2930	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.2737	.2786	.2824	.2815	.0845	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0831	.2442	.3059	.0000	.0000	-.0000	.0000	.0000	-.0000	-.0000	.0000	.0918	-.0000	.0000	.0892	.0000	.0000	.1784	.2687	.0000	.0000	.0000	.0000	-.0000	.0958	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.2775	.0000	-.0000	-.0000	.0000	.0000	-.0000	1.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0902	.0000	.2184	-.0000	.2882	.0000	.0000	.0000	.5078	.5843	-.0000	.0810	.0000	.0000	-.0000	.0000	-.0000	.2620	.2641	.0000	.2286	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.3212	.2875	.0000	.0843	.0770	.0000	-.0000	.2775	.2184	.2442	.0000	.0810	.0819	
pumped	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
pushed	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
ran	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	1.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
read	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	-.0000	-.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	1.0000	-.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	-.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	.0000	
